Clock name,Data type,Species,Predicts,Training target,Unit,Tissue,Platform,Population,Model type,N features,Year,Citations,Citations date,Last author,Journal,DOI,Notes,Preprocess,Postprocess,Reference values,Verified
stubbs,DNA methylation,Mus musculus,chronological age,chronological age,months,multi-tissue | liver | lung | heart | brain cortex | skeletal muscle | cerebellum | spleen,RRBS,mice,quadratically calibrated elastic net regression,17992,2017,430,2026-07-05,Wolf Reik,Genome Biology,https://doi.org/10.1186/s13059-017-1203-5,"Mouse multi-tissue RRBS age predictor: 17,992 common input loci are normalized and reduced to 329 nonzero clock sites, then quadratically calibrated.",quantile_normalization_and_scale_with_gold_standard,stubbs,True,Not yet
systemsage,DNA methylation,Homo sapiens,multisystem biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Composite Systems Age integrates the 11 mortality-associated physiological-system scores plus a DNAm chronological-age prediction through PCA and Cox elastic-net regression, then rescales the result to an age-like value.",,,True,Not yet
systemsageblood,DNA methylation,Homo sapiens,blood-system biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Blood-system component of Systems Age: a whole-blood DNAm score built from blood-system biomarker PCs and mortality training, returned on an age-like scale.",,,True,Not yet
systemsagebrain,DNA methylation,Homo sapiens,brain-system biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Brain-system component of Systems Age: a whole-blood DNAm score built from brain-system biomarker and functional PCs and mortality training, returned on an age-like scale.",,,True,Not yet
systemsageheart,DNA methylation,Homo sapiens,cardiovascular-system biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Heart-system component of Systems Age: a whole-blood DNAm score built from cardiovascular-system biomarkers and mortality training, returned on an age-like scale.",,,True,Not yet
systemsagehormone,DNA methylation,Homo sapiens,endocrine-system biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Hormone-system component of Systems Age: a whole-blood DNAm score built from endocrine-system biomarkers and mortality training, returned on an age-like scale.",,,True,Not yet
systemsageimmune,DNA methylation,Homo sapiens,immune-system biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Immune-system component of Systems Age: a whole-blood DNAm score built from immune-system biomarkers and mortality training, returned on an age-like scale.",,,True,Not yet
systemsageinflammation,DNA methylation,Homo sapiens,inflammatory-system biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Inflammation-system component of Systems Age: a whole-blood DNAm score built from inflammatory biomarkers and mortality training, returned on an age-like scale.",,,True,Not yet
systemsagekidney,DNA methylation,Homo sapiens,renal-system biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Kidney-system component of Systems Age: a whole-blood DNAm score built from renal-system biomarkers and mortality training, returned on an age-like scale.",,,True,Not yet
systemsageliver,DNA methylation,Homo sapiens,hepatic-system biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Liver-system component of Systems Age: a whole-blood DNAm score built from hepatic-system biomarkers and mortality training, returned on an age-like scale.",,,True,Not yet
systemsagelung,DNA methylation,Homo sapiens,pulmonary-system biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Lung-system component of Systems Age: a whole-blood DNAm score built from pulmonary-system biomarkers and mortality training, returned on an age-like scale.",,,True,Not yet
systemsagemetabolic,DNA methylation,Homo sapiens,metabolic-system biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Metabolic-system component of Systems Age: a whole-blood DNAm score built from metabolic-system biomarkers and mortality training, returned on an age-like scale.",,,True,Not yet
systemsagemusculoskeletal,DNA methylation,Homo sapiens,musculoskeletal-system biological age,mortality,years,whole blood,Illumina 450K | Illumina EPIC,older adults,PCA + elastic net regression,125175,2025,41,2026-07-05,Morgan Levine,Nature Aging,https://doi.org/10.1038/s43587-025-00958-3,"Musculoskeletal-system component of Systems Age: a whole-blood DNAm score built from musculoskeletal biomarkers and functional measures and mortality training, returned on an age-like scale.",,,True,Not yet
twelvecelldeconvolutebloodepicbas,DNA methylation,Homo sapiens,basophil proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the basophil proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
twelvecelldeconvolutebloodepicbmem,DNA methylation,Homo sapiens,memory B cell proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the memory B cell proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
twelvecelldeconvolutebloodepicbnv,DNA methylation,Homo sapiens,naive B cell proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the naive B cell proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
twelvecelldeconvolutebloodepiccd4mem,DNA methylation,Homo sapiens,memory CD4+ T cell proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the memory CD4+ T cell proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
twelvecelldeconvolutebloodepiccd4nv,DNA methylation,Homo sapiens,naive CD4+ T cell proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the naive CD4+ T cell proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
twelvecelldeconvolutebloodepiccd8mem,DNA methylation,Homo sapiens,memory CD8+ T cell proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the memory CD8+ T cell proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
twelvecelldeconvolutebloodepiccd8nv,DNA methylation,Homo sapiens,naive CD8+ T cell proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the naive CD8+ T cell proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
twelvecelldeconvolutebloodepiceos,DNA methylation,Homo sapiens,eosinophil proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the eosinophil proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
twelvecelldeconvolutebloodepicmono,DNA methylation,Homo sapiens,monocyte proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the monocyte proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
twelvecelldeconvolutebloodepicneu,DNA methylation,Homo sapiens,neutrophil proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the neutrophil proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
twelvecelldeconvolutebloodepicnk,DNA methylation,Homo sapiens,natural killer cell proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the natural killer (NK) cell proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
twelvecelldeconvolutebloodepictreg,DNA methylation,Homo sapiens,regulatory T-cell proportion,cell-type-specific methylation contrast,proportion,purified blood leukocytes,Illumina EPIC,adults,reference-based constrained deconvolution,240,2022,13,2026-07-05,Brock C. Christensen,Nature Communications,https://doi.org/10.1038/s41467-021-27864-7,"Reference-based constrained deconvolution returning the regulatory T cell proportion from EPIC-array blood methylation. The originating EPIC IDOL-Ext library contains 1,200 CpGs, but pyaging inherits Biolearn's undocumented 240-CpG replacement; those 240 rows are not a subset of the published 1,200-row artifact and encode 10 positive plus 10 negative maximal cell-versus-other contrasts per subtype.",fill_with_reference_means,,True,Not yet
vidalbralo,DNA methylation,Homo sapiens,chronological age,chronological age,years,whole blood,Illumina 27K,adults,linear regression,8,2016,145,2026-07-05,Antonio Gonzalez,Frontiers in Genetics,https://doi.org/10.3389/fgene.2016.00126,Eight-CpG whole-blood chronological-age estimator selected by forward stepwise regression in 390 adults and calibrated by multiple linear regression; CpGs were chosen for compatibility with a single multiplex MS-SNuPE assay.,,,,Not yet
weidner,DNA methylation,Homo sapiens,biological age,chronological age,years,whole blood,Illumina 27K | bisulfite sequencing,adults,linear regression,3,2014,973,2026-07-05,Wolfgang Wagner,Genome Biology,https://doi.org/10.1186/gb-2014-15-2-r24,"Three-site whole-blood epigenetic-age estimator. The sites were selected from Illumina 27K blood profiles, and the final multivariate linear equation was fitted on targeted bisulfite-pyrosequencing beta values from 82 blood samples and validated in 69 independent samples.",,,,Not yet
wu,DNA methylation,Homo sapiens,chronological age,chronological age,years,whole blood,Illumina 27K | Illumina 450K,children,screened elastic net regression,111,2019,82,2026-07-05,Huiying Liang,Aging,https://doi.org/10.18632/aging.102399,Child-specific 111-CpG blood age predictor built by sure independence screening followed by elastic net; pyaging converts the published month-scale output to years.,,anti_log_linear,,Not yet
xchrom,DNA methylation,Homo sapiens,X-chromosome dosage,X-chromosome dosage,unitless,whole blood,Illumina 450K | Illumina EPIC,adults,principal component analysis,4047,2021,38,2026-07-05,Leonard C. Schalkwyk,BMC Genomics,https://doi.org/10.1186/s12864-021-07675-2,"X-chromosome first-principal-component score used with the Y score to infer X dosage and classify 46,XX, 46,XY, 45,X, and 47,XXY samples.",sex_estimation_autosomal_zscore,,True,Not yet
ychrom,DNA methylation,Homo sapiens,Y-chromosome presence,Y-chromosome presence,unitless,whole blood,Illumina 450K | Illumina EPIC,adults,principal component analysis,284,2021,38,2026-07-05,Leonard C. Schalkwyk,BMC Genomics,https://doi.org/10.1186/s12864-021-07675-2,"Y-chromosome first-principal-component score used with the X score to infer Y presence and classify 46,XX, 46,XY, 45,X, and 47,XXY samples.",sex_estimation_autosomal_zscore,,True,Not yet
yingadaptage,DNA methylation,Homo sapiens,adaptive epigenetic age,chronological age,years,whole blood,Illumina 450K,adults,causality-weighted elastic net regression,999,2024,183,2026-07-05,Vadim N. Gladyshev,Nature Aging,https://doi.org/10.1038/s43587-023-00557-0,"Causality-enriched age predictor restricted to adaptive/protective age-related CpGs, with feature penalties weighted by EWMR causality scores.",,,,Not yet
yingcausage,DNA methylation,Homo sapiens,chronological age,chronological age,years,whole blood,Illumina 450K,adults,causality-weighted elastic net regression,585,2024,183,2026-07-05,Vadim N. Gladyshev,Nature Aging,https://doi.org/10.1038/s43587-023-00557-0,Causality-enriched chronological-age clock using EWMR-prioritized CpGs and feature-specific penalties derived from causality scores.,,,,Not yet
yingdamage,DNA methylation,Homo sapiens,damaging epigenetic age,chronological age,years,whole blood,Illumina 450K,adults,causality-weighted elastic net regression,1089,2024,183,2026-07-05,Vadim N. Gladyshev,Nature Aging,https://doi.org/10.1038/s43587-023-00557-0,"Causality-enriched age predictor restricted to damaging age-related CpGs, with feature penalties weighted by EWMR causality scores.",,,,Not yet
zhangblup,DNA methylation,Homo sapiens,chronological age,chronological age,years,whole blood | saliva,Illumina 450K | Illumina EPIC,all ages,best linear unbiased prediction,319607,2019,519,2026-07-05,Peter M. Visscher,Genome Medicine,https://doi.org/10.1186/s13073-019-0667-1,"High-dimensional chronological-age predictor using best linear unbiased prediction across the full quality-controlled set of 319,607 methylation probes.",scale_row,,True,Not yet
zhangen,DNA methylation,Homo sapiens,chronological age,chronological age,years,whole blood | saliva,Illumina 450K | Illumina EPIC,all ages,elastic net regression,514,2019,519,2026-07-05,Peter M. Visscher,Genome Medicine,https://doi.org/10.1186/s13073-019-0667-1,"Elastic-net chronological-age predictor released from the largest multi-cohort training set, using 514 selected CpGs from predominantly blood plus saliva data.",scale_row,,True,Not yet
zhangmortality,DNA methylation,Homo sapiens,mortality risk,mortality,unitless,whole blood,Illumina 450K,older adults,weighted linear score,10,2017,404,2026-07-05,Hermann Brenner,Nature Communications,https://doi.org/10.1038/ncomms14617,Ten-CpG whole-blood mortality risk score. Pyaging implements the paper supplement's continuous LASSO-weighted score exactly (the sum of ten raw beta values multiplied by their published coefficients). The same study also defines a separate simplified 0-10 aberrant-methylation count based on cohort-specific quartile cutoffs.,,,,Not yet
